category,question,answer,min,max,funfact,image,datasource,datasourceurl,magnitude,guesses
Misc.,What proportion of Far North Queensland households would have enough food if cut off from services for 3 days?,93,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Ipswich households would have enough drinking water if cut off from services for 3 days?,64,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0]"
Misc.,What proportion of Townsville households would have a torch and fresh batteries if cut off from services for 3 days?,94,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Gold Coast households would have a battery powered radio if cut off from services for 3 days?,41,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Far North Queensland households would have a battery powered radio if cut off from services for 3 days?,72,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0]"
Misc.,"What proportion of Queensland households would have cleaned out gutters, drains and/or flood channels in last 12 months?",11,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Queensland households would have checked they have adequate supplies of regularly taken medications in last 12 months?,6,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Queensland households would have discussed/decided what to do if home was at risk in last 12 months?,15,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0]"
Misc.,"What proportion of Queensland households that are a Unit, flat or apartment would haveItems stored as an emergency kits?",25,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Queensland households that are a stand alone house would have Items stored as an emergency kit?,27,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Misc.,"What proportion of Queensland households that are a Unit, flat or apartment would have enough food if cut off from services for 3 days?",85,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]"
Misc.,What proportion of Queensland households that are a stand alone house would have enough food if cut off from services for 3 days?,92,0,100,Test: Storm is coming,http://recordsearch.naa.gov.au/scripts/PhotoSearchItemDetail.asp?M=0&B=11854722&SE=1,Qld Community Preparedness Survey,https://data.qld.gov.au/dataset/qld-community-preparedness-survey-november-2013/resource/949cae0d-34ec-4cec-b666-43b13c18bb06,percentage,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Census,"In Australia, how many businesses are there in operation (latest figures till end of 2013)?",2 079 659,"1,000","15,000,000",test: Cenus is good,,ABS population and economic data,http://govhack.abs.gov.au/Index.aspx?themetreeid,logarithimic,"[2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Health and welfare,"
In 2009 there were 9 deaths related to pregancy, childbirth and puerprium, how many were there in 1989? ",13,0,100,,,GRIM,http://data.gov.au/dataset/grim-books/resource/edcbc14c-ba7c-44ae-9d4f-2622ad3fafe0,logarithimic,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Brisbane,How many bus stops are there in Brisbane?,"7,349",0,"100,000",,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/bus-stops/resource/c58dcbe8-bb2a-4b74-b2da-92b9111567e5,logarithimic,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0]"
Brisbane,How many public drinking fountains/taps are there in Brisbane,"1,472",0,"50,000",,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/public-drinking-fountain-taps,logarithimic,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0]"
Brisbane,How many Library checkouts were there on 7th June 2015,"7,114","2,000","1,000,000",,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/library-checkouts-branch-date,logarithimic,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Brisbane,"On average, how many vehicles per day travelled on Coronation drive in July 2014","75,560","10,000","2,000,000",,,https://www.data.brisbane.qld.gov.au/,https://www.data.brisbane.qld.gov.au/data/dataset/traffic-volume-key-corridors-performance-report,logarithimic,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0]"
Qld,What was the highest air temperature (Degrees celcius) recorded in Brisbane City in 2014?,39,28,45,,,https://data.qld.gov.au/,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/4ccdd4a8-fd44-4803-a7f6-d1e694d32612,logarithimic,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Qld,What was the lowest air temperature (Degrees celcius) recorded in Brisbane city in 2014?,5,0,10,,,https://data.qld.gov.au/,https://data.qld.gov.au/dataset/air-quality-monitoring-2014/resource/4ccdd4a8-fd44-4803-a7f6-d1e694d32613,logarithimic,"[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Qld,How many different specied of bird are there in Queensland?,697,0,800,,,https://data.qld.gov.au/,https://data.qld.gov.au/dataset/conservation-status-of-queensland-wildlife/resource/1c8b4859-31a4-42e7-8e63-b7cf125d4321,logarithimic,"[0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0]"
,,,,,,,,,,
